State,District,Year,Season,Crop,Area_ha,Production_q,Yield_q_per_ha
Haryana,Kurukshetra,2019,Rabi,Mustard,15596,193390,12.4
Haryana,Kurukshetra,2019,Kharif,Ragi,3179,50864,16.0
Haryana,Kurukshetra,2019,Rabi,Sugarcane,22104,1653379,74.8
Haryana,Kurukshetra,2019,Kharif,Cotton,8641,166771,19.3
Haryana,Kurukshetra,2020,Kharif,Pigeonpea,7379,103306,14.0
Haryana,Kurukshetra,2020,Kharif,Tomato,18571,380705,20.5
Haryana,Kurukshetra,2020,Kharif,Jowar,11221,172803,15.4
Haryana,Kurukshetra,2020,Kharif,Groundnut,18740,341068,18.2
Haryana,Kurukshetra,2020,Rabi,Mustard,8605,111004,12.9
Haryana,Kurukshetra,2020,Kharif,Ragi,12717,220004,17.3
Haryana,Kurukshetra,2020,Annual,Sugarcane,15351,1195842,77.9
Haryana,Kurukshetra,2020,Kharif,Cotton,22770,403029,17.7
Haryana,Kurukshetra,2021,Kharif,Pigeonpea,5692,73996,13.0
Haryana,Kurukshetra,2021,Rabi,Tomato,4497,96235,21.4
Haryana,Kurukshetra,2021,Kharif,Jowar,11784,153192,13.0
Haryana,Kurukshetra,2021,Kharif,Groundnut,11940,235218,19.7
Haryana,Kurukshetra,2021,Rabi,Mustard,9530,132467,13.9
Haryana,Kurukshetra,2021,Kharif,Ragi,2780,46704,16.8
Haryana,Kurukshetra,2021,Annual,Sugarcane,11928,842116,70.6
Haryana,Kurukshetra,2021,Kharif,Cotton,18732,348415,18.6
Haryana,Kurukshetra,2022,Kharif,Pigeonpea,14804,205775,13.9
Haryana,Kurukshetra,2022,Summer,Tomato,17111,398686,23.3
Haryana,Kurukshetra,2022,Rabi,Jowar,11350,161170,14.2
Haryana,Kurukshetra,2022,Kharif,Groundnut,5514,89326,16.2
Haryana,Kurukshetra,2022,Rabi,Mustard,3639,55312,15.2
Haryana,Kurukshetra,2022,Kharif,Ragi,2000,39800,19.9
Haryana,Kurukshetra,2022,Annual,Sugarcane,11226,885731,78.9
Haryana,Kurukshetra,2022,Kharif,Cotton,13055,233684,17.9
Haryana,Ambala,2015,Kharif,Soybean,5934,126394,21.3
Haryana,Ambala,2015,Rabi,Jowar,16972,217241,12.8
Haryana,Ambala,2015,Rabi,Onion,1995,45286,22.7
Haryana,Ambala,2015,Kharif,Groundnut,5689,94437,16.6
Haryana,Ambala,2015,Rabi,Wheat,20917,991465,47.4
Haryana,Ambala,2015,Kharif,Pigeonpea,17719,233890,13.2
Haryana,Ambala,2015,Kharif,Ragi,7023,133437,19.0
Haryana,Ambala,2015,Kharif,Rice,18367,591417,32.2
Haryana,Ambala,2016,Kharif,Soybean,16171,287843,17.8
Haryana,Ambala,2016,Rabi,Jowar,2434,33345,13.7
Haryana,Ambala,2016,Rabi,Onion,10202,264231,25.9
Haryana,Ambala,2016,Kharif,Groundnut,8642,163333,18.9
Haryana,Ambala,2016,Rabi,Wheat,14911,594948,39.9
Haryana,Ambala,2016,Kharif,Pigeonpea,16679,218494,13.1
Haryana,Ambala,2016,Kharif,Ragi,3445,69244,20.1
Haryana,Ambala,2016,Rabi,Rice,22008,803292,36.5
Haryana,Ambala,2017,Kharif,Soybean,3549,74529,21.0
Haryana,Ambala,2017,Rabi,Jowar,14035,189472,13.5
Haryana,Ambala,2017,Kharif,Onion,18845,506930,26.9
Haryana,Ambala,2017,Kharif,Groundnut,14165,247887,17.5
Haryana,Ambala,2017,Rabi,Wheat,17363,748345,43.1
Haryana,Ambala,2017,Kharif,Pigeonpea,15165,195628,12.9
Haryana,Ambala,2017,Kharif,Ragi,13384,239573,17.9
Haryana,Ambala,2017,Rabi,Rice,22204,732732,33.0
Haryana,Ambala,2018,Kharif,Soybean,16146,311617,19.3
Haryana,Ambala,2018,Kharif,Jowar,6510,93093,14.3
Haryana,Ambala,2018,Kharif,Onion,16288,447920,27.5
Haryana,Ambala,2018,Kharif,Groundnut,7383,141015,19.1
Haryana,Ambala,2018,Rabi,Wheat,10753,465604,43.3
Haryana,Ambala,2018,Kharif,Pigeonpea,7224,101858,14.1
Haryana,Ambala,2018,Kharif,Ragi,8744,175754,20.1
Haryana,Ambala,2018,Rabi,Rice,19729,639219,32.4
Haryana,Ambala,2019,Kharif,Soybean,19825,444080,22.4
Haryana,Ambala,2019,Kharif,Jowar,2132,30061,14.1
Haryana,Ambala,2019,Kharif,Onion,6396,176529,27.6
Haryana,Ambala,2019,Kharif,Groundnut,12973,243892,18.8
Haryana,Ambala,2019,Rabi,Wheat,18233,745729,40.9
Haryana,Ambala,2019,Kharif,Pigeonpea,14871,209681,14.1
Haryana,Ambala,2019,Kharif,Ragi,15369,281252,18.3
Haryana,Ambala,2019,Kharif,Rice,20865,701064,33.6
Haryana,Ambala,2020,Kharif,Soybean,8171,176493,21.6
Haryana,Ambala,2020,Kharif,Jowar,18531,283524,15.3
Haryana,Ambala,2020,Rabi,Onion,3366,84150,25.0
Haryana,Ambala,2020,Kharif,Groundnut,15307,258688,16.9
Haryana,Ambala,2020,Rabi,Wheat,23759,1152311,48.5
Haryana,Ambala,2020,Kharif,Pigeonpea,8258,127999,15.5
Haryana,Ambala,2020,Kharif,Ragi,11692,185902,15.9
Haryana,Ambala,2020,Kharif,Rice,8337,279289,33.5
Haryana,Ambala,2021,Kharif,Soybean,5897,110863,18.8
Haryana,Ambala,2021,Rabi,Jowar,15205,235677,15.5
Haryana,Ambala,2021,Rabi,Onion,10837,283929,26.2
Haryana,Ambala,2021,Kharif,Groundnut,8830,154525,17.5
Haryana,Ambala,2021,Rabi,Wheat,21677,958123,44.2
Haryana,Ambala,2021,Kharif,Pigeonpea,3032,44267,14.6
Haryana,Ambala,2021,Kharif,Ragi,3017,51892,17.2
Haryana,Ambala,2021,Rabi,Rice,18574,700239,37.7
Haryana,Ambala,2022,Kharif,Soybean,13503,264658,19.6
Haryana,Ambala,2022,Rabi,Jowar,14450,226865,15.7
Haryana,Ambala,2022,Rabi,Onion,3845,106891,27.8
Haryana,Ambala,2022,Kharif,Groundnut,5016,84770,16.9
Haryana,Ambala,2022,Rabi,Wheat,9080,384084,42.3
Haryana,Ambala,2022,Kharif,Pigeonpea,13055,177548,13.6
Haryana,Ambala,2022,Kharif,Ragi,17377,319736,18.4
Haryana,Ambala,2022,Kharif,Rice,20784,717048,34.5
Haryana,Rohtak,2015,Kharif,Soybean,7938,142090,17.9
Haryana,Rohtak,2015,Annual,Sugarcane,18719,1417028,75.7
Haryana,Rohtak,2015,Kharif,Jowar,5855,77286,13.2
Haryana,Rohtak,2015,Rabi,Wheat,20802,863283,41.5
Haryana,Rohtak,2015,Rabi,Rice,7304,285586,39.1
Haryana,Rohtak,2015,Rabi,Potato,14983,3375669,225.3
Haryana,Rohtak,2015,Kharif,Maize,4517,150867,33.4
Haryana,Rohtak,2015,Rabi,Onion,9160,228084,24.9
Haryana,Rohtak,2016,Kharif,Soybean,7787,151846,19.5
Haryana,Rohtak,2016,Annual,Sugarcane,11985,853332,71.2
Haryana,Rohtak,2016,Kharif,Jowar,18166,245241,13.5
Haryana,Rohtak,2016,Rabi,Wheat,9804,463729,47.3
Haryana,Rohtak,2016,Kharif,Rice,10325,341757,33.1
Haryana,Rohtak,2016,Rabi,Potato,13015,2820350,216.7
Haryana,Rohtak,2016,Rabi,Maize,19208,543586,28.3
Haryana,Rohtak,2016,Kharif,Onion,4484,115687,25.8
Haryana,Rohtak,2017,Kharif,Soybean,11139,221666,19.9
Haryana,Rohtak,2017,Annual,Sugarcane,19836,1608699,81.1
Haryana,Rohtak,2017,Kharif,Jowar,10610,132625,12.5
Haryana,Rohtak,2017,Rabi,Wheat,22617,1010979,44.7
Haryana,Rohtak,2017,Kharif,Rice,10506,414987,39.5
Haryana,Rohtak,2017,Rabi,Potato,3830,746467,194.9
Haryana,Rohtak,2017,Kharif,Maize,16617,553346,33.3
Haryana,Rohtak,2017,Kharif,Onion,16659,421472,25.3
Haryana,Rohtak,2018,Kharif,Soybean,8078,180139,22.3
Haryana,Rohtak,2018,Kharif,Sugarcane,7302,571746,78.3
Haryana,Rohtak,2018,Kharif,Jowar,11841,153933,13.0
Haryana,Rohtak,2018,Rabi,Wheat,18802,896855,47.7
Haryana,Rohtak,2018,Kharif,Rice,22718,792858,34.9
Haryana,Rohtak,2018,Rabi,Potato,9712,1938515,199.6
Haryana,Rohtak,2018,Kharif,Maize,6491,197975,30.5
Haryana,Rohtak,2018,Kharif,Onion,16741,460377,27.5
Haryana,Rohtak,2019,Kharif,Soybean,17556,324786,18.5
Haryana,Rohtak,2019,Annual,Sugarcane,9245,735902,79.6
Haryana,Rohtak,2019,Kharif,Jowar,19740,268464,13.6
Haryana,Rohtak,2019,Rabi,Wheat,10160,418592,41.2
Haryana,Rohtak,2019,Kharif,Rice,8228,321714,39.1
Haryana,Rohtak,2019,Rabi,Potato,3378,745524,220.7
Haryana,Rohtak,2019,Kharif,Maize,15549,468024,30.1
Haryana,Rohtak,2019,Kharif,Onion,9600,264960,27.6
Haryana,Rohtak,2020,Kharif,Soybean,16151,289102,17.9
Haryana,Rohtak,2020,Rabi,Sugarcane,18931,1648890,87.1
Haryana,Rohtak,2020,Kharif,Jowar,14244,185172,13.0
Haryana,Rohtak,2020,Rabi,Wheat,13363,594653,44.5
Haryana,Rohtak,2020,Kharif,Rice,22696,812516,35.8
Haryana,Rohtak,2020,Rabi,Potato,6153,1401038,227.7
Haryana,Rohtak,2020,Kharif,Maize,11424,374707,32.8
Haryana,Rohtak,2020,Kharif,Onion,15180,403788,26.6
Haryana,Rohtak,2021,Kharif,Soybean,4780,93688,19.6
Haryana,Rohtak,2021,Kharif,Sugarcane,10769,942287,87.5
Haryana,Rohtak,2021,Kharif,Jowar,14886,202449,13.6
Haryana,Rohtak,2021,Rabi,Wheat,17189,766629,44.6
Haryana,Rohtak,2021,Rabi,Rice,16718,650330,38.9
Haryana,Rohtak,2021,Rabi,Potato,16398,3915842,238.8
Haryana,Rohtak,2021,Rabi,Maize,6497,202056,31.1
Haryana,Rohtak,2021,Kharif,Onion,17045,409080,24.0
Haryana,Rohtak,2022,Kharif,Soybean,4062,82052,20.2
Haryana,Rohtak,2022,Annual,Sugarcane,14888,1228260,82.5
Haryana,Rohtak,2022,Rabi,Jowar,9465,135349,14.3
Haryana,Rohtak,2022,Rabi,Wheat,16622,824451,49.6
Haryana,Rohtak,2022,Kharif,Rice,17420,637572,36.6
Haryana,Rohtak,2022,Rabi,Potato,11977,2439714,203.7
Haryana,Rohtak,2022,Rabi,Maize,15888,481406,30.3
Haryana,Rohtak,2022,Rabi,Onion,5563,147975,26.6
Haryana,Jind,2015,Rabi,Sugarcane,23043,1974785,85.7
Haryana,Jind,2015,Rabi,Chickpea,11550,167475,14.5
Haryana,Jind,2015,Rabi,Potato,12055,2465247,204.5
Haryana,Jind,2015,Kharif,Bajra,18284,299857,16.4
Haryana,Jind,2015,Kharif,Groundnut,17870,302003,16.9
Haryana,Jind,2015,Kharif,Cotton,21043,465050,22.1
Haryana,Jind,2015,Summer,Tomato,9346,198135,21.2
Haryana,Jind,2015,Rabi,Onion,13339,313466,23.5
Haryana,Jind,2016,Kharif,Sugarcane,6107,545355,89.3
Haryana,Jind,2016,Rabi,Chickpea,10349,153165,14.8
Haryana,Jind,2016,Rabi,Potato,10079,2193190,217.6
Haryana,Jind,2016,Kharif,Bajra,3670,51013,13.9
Haryana,Jind,2016,Kharif,Groundnut,18041,335562,18.6
Haryana,Jind,2016,Kharif,Cotton,18677,371672,19.9
Haryana,Jind,2016,Kharif,Tomato,6934,138680,20.0
Haryana,Jind,2016,Rabi,Onion,2785,67397,24.2
Haryana,Jind,2017,Rabi,Sugarcane,15088,1308129,86.7
Haryana,Jind,2017,Rabi,Chickpea,10795,174879,16.2
Haryana,Jind,2017,Rabi,Potato,14869,3494215,235.0
Haryana,Jind,2017,Kharif,Bajra,3962,52694,13.3
Haryana,Jind,2017,Kharif,Groundnut,11082,180636,16.3
Haryana,Jind,2017,Kharif,Cotton,13552,266974,19.7
Haryana,Jind,2017,Rabi,Tomato,9740,220124,22.6
Haryana,Jind,2017,Kharif,Onion,5971,161217,27.0
Haryana,Jind,2018,Rabi,Sugarcane,16378,1326618,81.0
Haryana,Jind,2018,Rabi,Chickpea,14559,214017,14.7
Haryana,Jind,2018,Rabi,Potato,1571,349076,222.2
Haryana,Jind,2018,Kharif,Bajra,10838,146313,13.5
Haryana,Jind,2018,Kharif,Groundnut,10067,165098,16.4
Haryana,Jind,2018,Kharif,Cotton,21057,393765,18.7
Haryana,Jind,2018,Summer,Tomato,6686,135057,20.2
Haryana,Jind,2018,Rabi,Onion,1103,26141,23.7
Haryana,Jind,2019,Rabi,Sugarcane,20260,1687658,83.3
Haryana,Jind,2019,Rabi,Chickpea,9608,151806,15.8
Haryana,Jind,2019,Rabi,Potato,14386,3428183,238.3
Haryana,Jind,2019,Kharif,Bajra,14598,216050,14.8
Haryana,Jind,2019,Kharif,Groundnut,10903,173357,15.9
Haryana,Jind,2019,Kharif,Cotton,22106,481910,21.8
Haryana,Jind,2019,Kharif,Tomato,18168,426948,23.5
Haryana,Jind,2019,Kharif,Onion,17352,414712,23.9
Haryana,Jind,2020,Kharif,Sugarcane,20489,1684195,82.2
Haryana,Jind,2020,Rabi,Chickpea,4534,70277,15.5
Haryana,Jind,2020,Rabi,Potato,14238,2883195,202.5
Haryana,Jind,2020,Kharif,Bajra,13575,190050,14.0
Haryana,Jind,2020,Kharif,Groundnut,11524,195908,17.0
Haryana,Jind,2020,Kharif,Cotton,21391,414985,19.4
Haryana,Jind,2020,Rabi,Tomato,8997,206931,23.0
Haryana,Jind,2020,Rabi,Onion,1716,42385,24.7
Haryana,Jind,2021,Annual,Sugarcane,17780,1447292,81.4
Haryana,Jind,2021,Rabi,Chickpea,16296,231403,14.2
Haryana,Jind,2021,Rabi,Potato,3931,949729,241.6
Haryana,Jind,2021,Kharif,Bajra,9489,133794,14.1
Haryana,Jind,2021,Kharif,Groundnut,10515,182960,17.4
Haryana,Jind,2021,Kharif,Cotton,13180,242511,18.4
Haryana,Jind,2021,Summer,Tomato,18397,419451,22.8
Haryana,Jind,2021,Rabi,Onion,13499,365822,27.1
Haryana,Jind,2022,Annual,Sugarcane,13490,961837,71.3
Haryana,Jind,2022,Rabi,Chickpea,7202,120993,16.8
Haryana,Jind,2022,Rabi,Potato,2640,596904,226.1
Haryana,Jind,2022,Kharif,Bajra,10360,139860,13.5
Haryana,Jind,2022,Kharif,Groundnut,6641,109576,16.5
Haryana,Jind,2022,Kharif,Cotton,12095,228595,18.9
Haryana,Jind,2022,Rabi,Tomato,6460,138890,21.5
Haryana,Jind,2022,Rabi,Onion,4023,94138,23.4
Haryana,Bhiwani,2015,Rabi,Wheat,11502,572799,49.8
Haryana,Bhiwani,2015,Rabi,Sugarcane,12402,876821,70.7
Haryana,Bhiwani,2015,Rabi,Potato,4326,853087,197.2
Haryana,Bhiwani,2015,Kharif,Tomato,6856,162487,23.7
Haryana,Bhiwani,2015,Rabi,Onion,13089,349476,26.7
Haryana,Bhiwani,2015,Kharif,Maize,8121,237945,29.3
Haryana,Bhiwani,2015,Kharif,Pigeonpea,12665,189975,15.0
Haryana,Bhiwani,2015,Kharif,Cotton,22818,486023,21.3
Haryana,Bhiwani,2016,Rabi,Wheat,7862,353790,45.0
Haryana,Bhiwani,2016,Annual,Sugarcane,7584,553632,73.0
Haryana,Bhiwani,2016,Rabi,Potato,5334,1076401,201.8
Haryana,Bhiwani,2016,Rabi,Tomato,13032,311464,23.9
Haryana,Bhiwani,2016,Kharif,Onion,15907,394493,24.8
Haryana,Bhiwani,2016,Kharif,Maize,10133,340468,33.6
Haryana,Bhiwani,2016,Kharif,Pigeonpea,3385,49082,14.5
Haryana,Bhiwani,2016,Kharif,Cotton,10453,233101,22.3
Haryana,Bhiwani,2017,Rabi,Wheat,23330,996191,42.7
Haryana,Bhiwani,2017,Annual,Sugarcane,18943,1579846,83.4
Haryana,Bhiwani,2017,Rabi,Potato,16290,3917745,240.5
Haryana,Bhiwani,2017,Summer,Tomato,12597,306107,24.3
Haryana,Bhiwani,2017,Kharif,Onion,18153,481054,26.5
Haryana,Bhiwani,2017,Rabi,Maize,18375,540225,29.4
Haryana,Bhiwani,2017,Kharif,Pigeonpea,8779,131685,15.0
Haryana,Bhiwani,2017,Kharif,Cotton,18042,369861,20.5
Haryana,Bhiwani,2018,Rabi,Wheat,19513,796130,40.8
Haryana,Bhiwani,2018,Annual,Sugarcane,18242,1415579,77.6
Haryana,Bhiwani,2018,Rabi,Potato,7511,1578812,210.2
Haryana,Bhiwani,2018,Rabi,Tomato,5822,119351,20.5
Haryana,Bhiwani,2018,Kharif,Onion,5582,151830,27.2
Haryana,Bhiwani,2018,Rabi,Maize,6663,207885,31.2
Haryana,Bhiwani,2018,Kharif,Pigeonpea,16386,250705,15.3
Haryana,Bhiwani,2018,Kharif,Cotton,21281,423491,19.9
Haryana,Bhiwani,2019,Rabi,Wheat,12707,554025,43.6
Haryana,Bhiwani,2019,Annual,Sugarcane,7682,560017,72.9
Haryana,Bhiwani,2019,Rabi,Potato,4318,1051864,243.6
Haryana,Bhiwani,2019,Kharif,Tomato,12486,265951,21.3
Haryana,Bhiwani,2019,Kharif,Onion,15201,418027,27.5
Haryana,Bhiwani,2019,Kharif,Maize,13625,446899,32.8
Haryana,Bhiwani,2019,Kharif,Pigeonpea,17710,221375,12.5
Haryana,Bhiwani,2019,Kharif,Cotton,12339,238142,19.3
Haryana,Bhiwani,2020,Rabi,Wheat,11437,567275,49.6
Haryana,Bhiwani,2020,Rabi,Sugarcane,10782,963910,89.4
Haryana,Bhiwani,2020,Rabi,Potato,17695,3482376,196.8
Haryana,Bhiwani,2020,Rabi,Tomato,13165,298845,22.7
Haryana,Bhiwani,2020,Rabi,Onion,11945,295041,24.7
Haryana,Bhiwani,2020,Rabi,Maize,12700,391160,30.8
Haryana,Bhiwani,2020,Kharif,Pigeonpea,18940,257584,13.6
Haryana,Bhiwani,2020,Kharif,Cotton,21974,479033,21.8
Haryana,Bhiwani,2021,Rabi,Wheat,7184,343395,47.8
Haryana,Bhiwani,2021,Kharif,Sugarcane,22578,1928161,85.4
Haryana,Bhiwani,2021,Rabi,Potato,6024,1483711,246.3
Haryana,Bhiwani,2021,Kharif,Tomato,15413,325214,21.1
Haryana,Bhiwani,2021,Kharif,Onion,7433,170215,22.9
Haryana,Bhiwani,2021,Kharif,Maize,11036,363084,32.9
Haryana,Bhiwani,2021,Kharif,Pigeonpea,3442,45090,13.1
Haryana,Bhiwani,2021,Kharif,Cotton,10356,183301,17.7
Haryana,Bhiwani,2022,Rabi,Wheat,12345,544414,44.1
Haryana,Bhiwani,2022,Annual,Sugarcane,10969,940043,85.7
Haryana,Bhiwani,2022,Rabi,Potato,9360,2082600,222.5
Haryana,Bhiwani,2022,Rabi,Tomato,3170,61497,19.4
Haryana,Bhiwani,2022,Rabi,Onion,9700,263840,27.2
Haryana,Bhiwani,2022,Rabi,Maize,9179,313921,34.2
Haryana,Bhiwani,2022,Kharif,Pigeonpea,7426,114360,15.4
Haryana,Bhiwani,2022,Kharif,Cotton,21060,381186,18.1
Haryana,Yamunanagar,2015,Rabi,Potato,11699,2654503,226.9
Haryana,Yamunanagar,2015,Kharif,Sugarcane,23040,1691136,73.4
Haryana,Yamunanagar,2015,Kharif,Onion,9037,242191,26.8
Haryana,Yamunanagar,2015,Kharif,Groundnut,16217,314609,19.4
Haryana,Yamunanagar,2015,Rabi,Mustard,18673,246483,13.2
Haryana,Yamunanagar,2015,Kharif,Pigeonpea,15261,213654,14.0
Haryana,Yamunanagar,2015,Kharif,Ragi,11841,236820,20.0
Haryana,Yamunanagar,2015,Kharif,Cotton,10848,196348,18.1
Haryana,Yamunanagar,2016,Rabi,Potato,8174,1947046,238.2
Haryana,Yamunanagar,2016,Rabi,Sugarcane,11021,873965,79.3
Haryana,Yamunanagar,2016,Rabi,Onion,17575,460465,26.2
Haryana,Yamunanagar,2016,Kharif,Groundnut,15102,265795,17.6
Haryana,Yamunanagar,2016,Rabi,Mustard,11800,167560,14.2
Haryana,Yamunanagar,2016,Kharif,Pigeonpea,17767,232747,13.1
Haryana,Yamunanagar,2016,Kharif,Ragi,3864,74188,19.2
Haryana,Yamunanagar,2016,Kharif,Cotton,20161,393139,19.5
Haryana,Yamunanagar,2017,Rabi,Potato,2002,431431,215.5
Haryana,Yamunanagar,2017,Annual,Sugarcane,9874,872861,88.4
Haryana,Yamunanagar,2017,Kharif,Onion,17117,400537,23.4
Haryana,Yamunanagar,2017,Kharif,Groundnut,15281,281170,18.4
Haryana,Yamunanagar,2017,Rabi,Mustard,11386,173067,15.2
Haryana,Yamunanagar,2017,Kharif,Pigeonpea,7403,106603,14.4
Haryana,Yamunanagar,2017,Kharif,Ragi,12719,209863,16.5
Haryana,Yamunanagar,2017,Kharif,Cotton,9298,201766,21.7
Haryana,Yamunanagar,2018,Rabi,Potato,1278,252916,197.9
Haryana,Yamunanagar,2018,Rabi,Sugarcane,22143,1789154,80.8
Haryana,Yamunanagar,2018,Rabi,Onion,5977,164965,27.6
Haryana,Yamunanagar,2018,Kharif,Groundnut,7818,123524,15.8
Haryana,Yamunanagar,2018,Rabi,Mustard,14018,179430,12.8
Haryana,Yamunanagar,2018,Kharif,Pigeonpea,4867,71058,14.6
Haryana,Yamunanagar,2018,Kharif,Ragi,12150,201690,16.6
Haryana,Yamunanagar,2018,Kharif,Cotton,8698,157433,18.1
Haryana,Yamunanagar,2019,Rabi,Potato,7299,1649574,226.0
Haryana,Yamunanagar,2019,Rabi,Sugarcane,22068,1933156,87.6
Haryana,Yamunanagar,2019,Rabi,Onion,10549,248956,23.6
Haryana,Yamunanagar,2019,Kharif,Groundnut,11320,219607,19.4
Haryana,Yamunanagar,2019,Rabi,Mustard,10519,131487,12.5
Haryana,Yamunanagar,2019,Kharif,Pigeonpea,18871,273629,14.5
Haryana,Yamunanagar,2019,Kharif,Ragi,9333,167994,18.0
Haryana,Yamunanagar,2019,Kharif,Cotton,17097,304326,17.8
Haryana,Yamunanagar,2020,Rabi,Potato,15827,3644958,230.3
Haryana,Yamunanagar,2020,Annual,Sugarcane,16040,1422748,88.7
Haryana,Yamunanagar,2020,Kharif,Onion,14143,366303,25.9
Haryana,Yamunanagar,2020,Kharif,Groundnut,9704,187287,19.3
Haryana,Yamunanagar,2020,Rabi,Mustard,8899,129925,14.6
Haryana,Yamunanagar,2020,Kharif,Pigeonpea,7086,98495,13.9
Haryana,Yamunanagar,2020,Kharif,Ragi,5857,94883,16.2
Haryana,Yamunanagar,2020,Kharif,Cotton,20710,374851,18.1
Haryana,Yamunanagar,2021,Rabi,Potato,3406,686309,201.5
Haryana,Yamunanagar,2021,Annual,Sugarcane,16484,1404436,85.2
Haryana,Yamunanagar,2021,Rabi,Onion,15265,401469,26.3
Haryana,Yamunanagar,2021,Kharif,Groundnut,11913,195373,16.4
Haryana,Yamunanagar,2021,Rabi,Mustard,3108,47552,15.3
Haryana,Yamunanagar,2021,Kharif,Pigeonpea,8274,105907,12.8
Haryana,Yamunanagar,2021,Kharif,Ragi,3028,48750,16.1
Haryana,Yamunanagar,2021,Kharif,Cotton,22305,434947,19.5
Haryana,Yamunanagar,2022,Rabi,Potato,14024,3203081,228.4
Haryana,Yamunanagar,2022,Kharif,Sugarcane,20732,1803684,87.0
Haryana,Yamunanagar,2022,Rabi,Onion,14839,399169,26.9
Haryana,Yamunanagar,2022,Kharif,Groundnut,8028,160560,20.0
Haryana,Yamunanagar,2022,Rabi,Mustard,7379,112160,15.2
Haryana,Yamunanagar,2022,Kharif,Pigeonpea,17954,245969,13.7
Haryana,Yamunanagar,2022,Kharif,Ragi,6598,108867,16.5
Haryana,Yamunanagar,2022,Kharif,Cotton,22231,446843,20.1
Himachal Pradesh,Kangra,2015,Kharif,Cotton,18223,382683,21.0
Himachal Pradesh,Kangra,2015,Kharif,Ragi,17820,283338,15.9
Himachal Pradesh,Kangra,2015,Rabi,Chickpea,12895,192135,14.9
Himachal Pradesh,Kangra,2015,Kharif,Onion,18325,461790,25.2
Himachal Pradesh,Kangra,2015,Kharif,Maize,3291,103666,31.5
Himachal Pradesh,Kangra,2015,Kharif,Soybean,19928,442401,22.2
Himachal Pradesh,Kangra,2015,Rabi,Rice,20956,739746,35.3
Himachal Pradesh,Kangra,2015,Rabi,Sugarcane,6587,499953,75.9
Himachal Pradesh,Kangra,2016,Kharif,Cotton,8057,164362,20.4
Himachal Pradesh,Kangra,2016,Kharif,Ragi,15672,304036,19.4
Himachal Pradesh,Kangra,2016,Rabi,Chickpea,9567,168379,17.6
Himachal Pradesh,Kangra,2016,Kharif,Onion,8303,224181,27.0
Himachal Pradesh,Kangra,2016,Rabi,Maize,3268,98693,30.2
Himachal Pradesh,Kangra,2016,Kharif,Soybean,10327,214801,20.8
Himachal Pradesh,Kangra,2016,Rabi,Rice,23391,771903,33.0
Himachal Pradesh,Kangra,2016,Rabi,Sugarcane,20721,1475335,71.2
Himachal Pradesh,Kangra,2017,Kharif,Cotton,20090,391755,19.5
Himachal Pradesh,Kangra,2017,Kharif,Ragi,10966,219320,20.0
Himachal Pradesh,Kangra,2017,Rabi,Chickpea,12033,169665,14.1
Himachal Pradesh,Kangra,2017,Rabi,Onion,7993,199825,25.0
Himachal Pradesh,Kangra,2017,Rabi,Maize,9695,330599,34.1
Himachal Pradesh,Kangra,2017,Kharif,Soybean,12767,259170,20.3
Himachal Pradesh,Kangra,2017,Kharif,Rice,12562,444694,35.4
Himachal Pradesh,Kangra,2017,Rabi,Sugarcane,8610,719796,83.6
Himachal Pradesh,Kangra,2018,Kharif,Cotton,21724,449686,20.7
Himachal Pradesh,Kangra,2018,Kharif,Ragi,10460,170498,16.3
Himachal Pradesh,Kangra,2018,Rabi,Chickpea,10424,173038,16.6
Himachal Pradesh,Kangra,2018,Kharif,Onion,14973,344379,23.0
Himachal Pradesh,Kangra,2018,Kharif,Maize,13843,467893,33.8
Himachal Pradesh,Kangra,2018,Kharif,Soybean,11462,244140,21.3
Himachal Pradesh,Kangra,2018,Rabi,Rice,23979,939976,39.2
Himachal Pradesh,Kangra,2018,Kharif,Sugarcane,11097,795654,71.7
Himachal Pradesh,Kangra,2019,Kharif,Cotton,6109,132565,21.7
Himachal Pradesh,Kangra,2019,Kharif,Ragi,10849,174668,16.1
Himachal Pradesh,Kangra,2019,Rabi,Chickpea,16787,243411,14.5
Himachal Pradesh,Kangra,2019,Kharif,Onion,18517,420335,22.7
Himachal Pradesh,Kangra,2019,Rabi,Maize,17769,570384,32.1
Himachal Pradesh,Kangra,2019,Kharif,Soybean,13673,292602,21.4
Himachal Pradesh,Kangra,2019,Kharif,Rice,18710,632398,33.8
Himachal Pradesh,Kangra,2019,Rabi,Sugarcane,14201,1148860,80.9
Himachal Pradesh,Kangra,2020,Kharif,Cotton,8831,194282,22.0
Himachal Pradesh,Kangra,2020,Kharif,Ragi,13209,217948,16.5
Himachal Pradesh,Kangra,2020,Rabi,Chickpea,19524,314336,16.1
Himachal Pradesh,Kangra,2020,Rabi,Onion,12514,311598,24.9
Himachal Pradesh,Kangra,2020,Kharif,Maize,14755,454454,30.8
Himachal Pradesh,Kangra,2020,Kharif,Soybean,18790,340099,18.1
Himachal Pradesh,Kangra,2020,Rabi,Rice,12230,398698,32.6
Himachal Pradesh,Kangra,2020,Kharif,Sugarcane,8192,676659,82.6
Himachal Pradesh,Kangra,2021,Kharif,Cotton,22199,479498,21.6
Himachal Pradesh,Kangra,2021,Kharif,Ragi,14087,246522,17.5
Himachal Pradesh,Kangra,2021,Rabi,Chickpea,3192,55860,17.5
